d,D,B,C,C0,Pu,Referenzdrehzahl,Grenzdrehzahl,Gewicht_kg,Kurzzeichen_Lager_zylindrische_Bohrung,Kurzzeichen_Lager_kegelige_Bohrung,d,d2,D1,b,K,r12_min,da_min,da_max,Da_max,ra_max,e,Y1,Y2,Y0,zulässige_Drehbeschleunigungen_bei_Ölschmierung,zulässige_Linearbeschleunigungen_bei_Ölschmierung
220,340,118.0,1628.0,2600.0,212.0,1200,1700,40.0,24044 CC/W33,24044 CCK30/W33,220,244.0,295.0,11.1,6,3.0,233.0,-,327.0,2.5,0.33,2.0,3.0,2.0,-,-
220,370,120.0,1888.0,2750.0,232.0,1300,1700,53.5,23144 CC/W33,23144 CCK/W33,220,255.0,320.0,16.7,9,4.0,237.0,-,353.0,3.0,0.3,2.3,3.4,2.2,-,-
220,370,120.0,1891.0,2750.0,232.0,-,360,53.5,23144-2CS5/VT143,23144-2CS5K/VT143,220,249.0,332.0,16.7,9,4.0,237.0,249,353.0,3.0,0.28,2.4,3.6,2.5,-,-
220,370,150.0,2197.0,3350.0,285.0,850,1200,67.0,24144 CC/W33,24144 CCK30/W33,220,248.0,310.0,11.1,6,4.0,237.0,-,353.0,3.0,0.4,1.7,2.5,1.6,-,-
220,400,108.0,1835.0,2360.0,196.0,1500,2000,60.5,22244 CC/W33,22244 CCK/W33,220,263.0,346.0,16.7,9,4.0,237.0,-,383.0,3.0,0.27,2.5,3.7,2.5,-,-
220,400,108.0,1839.0,2360.0,200.0,-,380,58.0,22244-2CS5/VT143,22244-2CS5K/VT143,220,257.0,359.0,16.7,9,4.0,237.0,257,383.0,3.0,0.25,2.7,4.0,2.5,-,-
220,400,144.0,2485.0,3450.0,285.0,1100,1500,81.5,23244 CC/W33,23244 CCK/W33,220,259.0,338.0,16.7,9,4.0,237.0,-,383.0,3.0,0.35,1.9,2.9,1.8,-,-
220,460,145.0,2839.0,3450.0,260.0,1000,1400,120.0,22344 CC/W33,22344 CCK/W33,220,279.0,389.0,22.3,12,5.0,240.0,-,440.0,4.0,0.31,2.2,3.3,2.2,-,-
220,460,145.0,2839.0,3450.0,260.0,1000,1400,120.0,22344 CCJA/W33VA405,22344 CCKJA/W33VA405,220,279.0,389.0,22.3,12,5.0,240.0,-,440.0,4.0,0.31,2.2,3.3,2.2,49 g,16 g
220,460,145.0,2844.0,3450.0,260.0,-,300,115.0,22344-2CS5/VT143,22344-2CS5K/VT143,220,270.0,406.0,22.3,12,5.0,240.0,270,440.0,4.0,0.3,2.3,3.4,2.2,-,-
240,320,60.0,685.0,1160.0,98.0,1900,2000,13.5,23948 CC/W33,23948 CCK/W33,240,261.0,298.0,8.3,4.5,2.1,251.0,-,309.0,2.0,0.15,4.5,6.7,4.5,-,-
240,360,92.0,1340.0,2080.0,176.0,1500,1900,33.5,23048 CC/W33,23048 CCK/W33,240,271.0,326.0,13.9,7.5,3.0,253.0,-,347.0,2.5,0.23,2.9,4.4,2.8,-,-
240,360,92.0,1341.0,2080.0,176.0,-,400,32.0,23048-2CS5/VT143,23048-2CS5K/VT143,240,265.0,333.0,13.9,7.5,3.0,253.0,265,347.0,2.5,0.21,3.2,4.8,3.2,-,-
240,360,118.0,1663.0,2700.0,228.0,1100,1600,43.0,24048 CC/W33,24048 CCK30/W33,240,265.0,316.0,11.1,6,3.0,253.0,-,347.0,2.5,0.3,2.3,3.4,2.2,-,-
240,400,128.0,2187.0,3200.0,255.0,1200,1600,66.5,23148 CC/W33,23148 CCK/W33,240,277.0,348.0,16.7,9,4.0,257.0,-,383.0,3.0,0.3,2.3,3.4,2.2,-,-
240,400,128.0,2191.0,3200.0,255.0,-,340,66.5,23148-2CS5/VT143,23148-2CS5K/VT143,240,270.0,360.0,16.7,9,4.0,257.0,270,383.0,3.0,0.28,2.4,3.6,2.5,-,-
240,400,160.0,2489.0,3900.0,320.0,750,1100,83.0,24148 CC/W33,24148 CCK30/W33,240,271.0,336.0,11.1,6,4.0,257.0,-,383.0,3.0,0.4,1.7,2.5,1.6,-,-
240,440,120.0,2258.0,3000.0,245.0,1300,1800,83.0,22248 CC/W33,22248 CCK/W33,240,290.0,383.0,22.3,12,4.0,257.0,-,423.0,3.0,0.27,2.5,3.7,2.5,-,-
240,440,160.0,3042.0,4300.0,345.0,950,1300,110.0,23248 CC/W33,23248 CCK/W33,240,286.0,374.0,22.3,12,4.0,257.0,-,423.0,3.0,0.35,1.9,2.9,1.8,-,-
240,500,155.0,3229.0,4000.0,290.0,950,1300,155.0,22348 CC/W33,22348 CCK/W33,240,303.0,423.0,22.3,12,5.0,260.0,-,480.0,4.0,0.31,2.2,3.3,2.2,-,-
240,500,155.0,3229.0,4000.0,290.0,950,1300,155.0,22348 CCJA/W33VA405,22348 CCKJA/W33VA405,240,303.0,423.0,22.3,12,5.0,260.0,-,480.0,4.0,0.31,2.2,3.3,2.2,45 g,15 g
260,360,75.0,1055.0,1800.0,156.0,1700,1900,23.5,23952 CC/W33,23952 CCK/W33,260,287.0,331.0,8.3,4.5,2.1,271.0,-,349.0,2.0,0.18,3.8,5.6,3.6,-,-
260,400,104.0,1675.0,2550.0,212.0,1300,1700,48.5,23052 CC/W33,23052 CCK/W33,260,295.0,360.0,16.7,9,4.0,275.0,-,385.0,3.0,0.23,2.9,4.4,2.8,-,-
260,400,104.0,1677.0,2550.0,212.0,-,360,46.0,23052-2CS5/VT143,23052-2CS5K/VT143,260,289.0,369.0,16.7,9,4.0,275.0,289,385.0,3.0,0.22,3.0,4.6,2.8,-,-
260,400,140.0,2135.0,3450.0,285.0,1000,1400,65.5,24052 CC/W33,24052 CCK30/W33,260,289.0,347.0,11.1,6,4.0,275.0,-,385.0,3.0,0.33,2.0,3.0,2.0,-,-
260,440,144.0,2664.0,3900.0,290.0,1100,1400,90.5,23152 CC/W33,23152 CCK/W33,260,301.0,380.0,16.7,9,4.0,277.0,-,423.0,3.0,0.31,2.2,3.3,2.2,-,-
260,440,144.0,2668.0,3900.0,290.0,-,320,90.5,23152-2CS5/VT143,23152-2CS5K/VT143,260,293.0,398.0,16.7,9,4.0,277.0,293,423.0,3.0,0.3,2.3,3.4,2.2,-,-
260,440,180.0,3086.0,4800.0,380.0,670,950,110.0,24152 CC/W33,24152 CCK30/W33,260,293.0,368.0,13.9,7.5,4.0,277.0,-,423.0,3.0,0.4,1.7,2.5,1.6,-,-
260,440,180.0,3092.0,4900.0,380.0,-,240,109.0,24152-2CS5/VT143,-,260,286.0,391.0,13.9,7.5,4.0,277.0,286,423.0,3.0,0.4,1.7,2.5,1.6,-,-
260,480,130.0,2722.0,3550.0,285.0,1200,1600,110.0,22252 CC/W33,22252 CCK/W33,260,312.0,421.0,22.3,12,5.0,280.0,-,460.0,4.0,0.27,2.5,3.7,2.5,-,-
260,480,174.0,3395.0,4750.0,360.0,850,1200,140.0,23252 CC/W33,23252 CCK/W33,260,312.0,408.0,22.3,12,5.0,280.0,-,460.0,4.0,0.35,1.9,2.9,1.8,-,-
260,540,165.0,3680.0,4550.0,325.0,850,1100,190.0,22352 CC/W33,22352 CCK/W33,260,328.0,458.0,22.3,12,6.0,286.0,-,514.0,5.0,0.31,2.2,3.3,2.2,-,-
280,380,75.0,1016.0,1760.0,143.0,1600,1700,25.0,23956 CC/W33,23956 CCK/W33,280,308.0,352.0,11.1,6,2.1,291.0,-,369.0,2.0,0.16,4.2,6.3,4.0,-,-
280,420,106.0,1797.0,2850.0,224.0,1300,1600,52.5,23056 CC/W33,23056 CCK/W33,280,315.0,380.0,16.7,9,4.0,295.0,-,405.0,3.0,0.23,2.9,4.4,2.8,-,-
280,420,140.0,2248.0,3800.0,285.0,950,1400,69.5,24056 CC/W33,24056 CCK30/W33,280,309.0,368.0,11.1,6,4.0,295.0,-,405.0,3.0,0.31,2.2,3.3,2.2,-,-
280,460,146.0,2784.0,4250.0,335.0,1000,1300,97.0,23156 CC/W33,23156 CCK/W33,280,321.0,401.0,16.7,9,5.0,300.0,-,440.0,4.0,0.3,2.3,3.4,2.2,-,-
280,460,146.0,2788.0,4250.0,335.0,-,300,97.0,23156-2CS5/VT143,23156-2CS5K/VT143,280,314.0,417.0,16.7,9,5.0,300.0,314,440.0,4.0,0.28,2.4,3.6,2.5,-,-
280,460,180.0,3183.0,5100.0,415.0,630,900,120.0,24156 CC/W33,24156 CCK30/W33,280,314.0,390.0,13.9,7.5,5.0,300.0,-,440.0,4.0,0.4,1.7,2.5,1.6,-,-
280,460,180.0,3190.0,5100.0,415.0,-,220,115.0,24156-2CS5/VT143,24156-2CS5K30/VT143,280,307.0,413.0,13.9,7.5,5.0,300.0,307,440.0,4.0,0.37,1.8,2.7,1.8,-,-
280,500,130.0,2795.0,3750.0,300.0,1100,1500,115.0,22256 CC/W33,22256 CCK/W33,280,333.0,441.0,22.3,12,5.0,300.0,-,480.0,4.0,0.26,2.6,3.9,2.5,-,-
280,500,176.0,3425.0,4900.0,365.0,800,1100,150.0,23256 CC/W33,23256 CCK/W33,280,332.0,429.0,22.3,12,5.0,300.0,-,480.0,4.0,0.35,1.9,2.9,1.8,-,-
280,580,175.0,4158.0,5200.0,365.0,800,1100,235.0,22356 CC/W33,22356 CCK/W33,280,354.0,492.0,22.3,12,6.0,306.0,-,554.0,5.0,0.3,2.3,3.4,2.2,-,-
300,420,90.0,1413.0,2500.0,200.0,1400,1600,39.5,23960 CC/W33,23960 CCK/W33,300,333.0,385.0,11.1,6,3.0,313.0,-,407.0,2.5,0.19,3.6,5.3,3.6,-,-
300,460,118.0,2219.0,3450.0,265.0,1200,1500,71.5,23060 CC/W33,23060 CCK/W33,300,340.0,414.0,16.7,9,4.0,315.0,-,445.0,3.0,0.23,2.9,4.4,2.8,-,-
300,460,118.0,2222.0,3450.0,265.0,-,320,71.5,23060-2CS5/VT143,23060-2CS5K/VT143,300,334.0,433.0,16.7,9,4.0,315.0,334,445.0,3.0,0.22,3.0,4.6,2.8,-,-
300,460,160.0,2821.0,4750.0,355.0,850,1200,97.0,24060 CC/W33,24060 CCK30/W33,300,331.0,400.0,13.9,7.5,4.0,315.0,-,445.0,3.0,0.33,2.0,3.0,2.0,-,-
300,460,160.0,2827.0,4750.0,355.0,-,240,95.0,24060-2CS5/VT143,-,300,325.0,416.0,13.9,7.5,4.0,315.0,325,445.0,3.0,0.31,2.2,3.3,2.2,-,-
300,500,160.0,3368.0,5100.0,380.0,950,1200,125.0,23160 CC/W33,23160 CCK/W33,300,345.0,434.0,16.7,9,5.0,320.0,-,480.0,4.0,0.3,2.3,3.4,2.2,-,-
300,500,160.0,3373.0,5100.0,380.0,-,260,125.0,23160-2CS5/VT143,23160-2CS5K/VT143,300,337.0,451.0,16.7,9,5.0,320.0,337,480.0,4.0,0.28,2.4,3.6,2.5,-,-
300,500,200.0,3876.0,6300.0,465.0,560,800,160.0,24160 CC/W33,24160 CCK30/W33,300,338.0,422.0,13.9,7.5,5.0,320.0,-,480.0,4.0,0.4,1.7,2.5,1.6,-,-
300,500,200.0,3881.0,6300.0,465.0,-,212,156.0,24160-2CS5/VT143,24160-2CS5K30/VT143,300,330.0,447.0,13.9,7.5,5.0,320.0,330,480.0,4.0,0.37,1.8,2.7,1.8,-,-
300,540,140.0,3239.0,4250.0,325.0,1000,1400,135.0,22260 CC/W33,22260 CCK/W33,300,354.0,477.0,22.3,12,5.0,311.0,-,520.0,4.0,0.26,2.6,3.9,2.5,-,-
300,540,192.0,4052.0,5850.0,425.0,750,1000,190.0,23260 CC/W33,23260 CCK/W33,300,356.0,461.0,22.3,12,5.0,320.0,-,520.0,4.0,0.35,1.9,2.9,1.8,-,-
320,440,90.0,1480.0,2700.0,212.0,1400,1500,42.0,23964 CC/W33,23964 CCK/W33,320,354.0,406.0,11.1,6,3.0,333.0,-,427.0,2.5,0.17,4.0,5.9,4.0,-,-
320,480,121.0,2348.0,3800.0,285.0,-,320,7.55,23064-2CS5/VT143,23064-2CS5K/VT143,320,354.0,448.0,16.7,9,4.0,335.0,354,465.0,3.0,0.23,2.9,4.4,2.8,-,-
320,480,121.0,2348.0,3800.0,285.0,1100,1400,78.0,23064 CC/W33,23064 CCK/W33,320,360.0,434.0,16.7,9,4.0,335.0,-,465.0,3.0,0.23,2.9,4.4,2.8,-,-
320,480,160.0,2969.0,5100.0,400.0,800,1200,100.0,24064 CC/W33,24064 CCK30/W33,320,354.0,423.0,13.9,7.5,4.0,335.0,-,465.0,3.0,0.31,2.2,3.3,2.2,-,-
320,540,176.0,3923.0,6000.0,440.0,850,1100,165.0,23164 CC/W33,23164 CCK/W33,320,370.0,465.0,22.3,12,5.0,340.0,-,520.0,4.0,0.31,2.2,3.3,2.2,-,-
320,540,176.0,3929.0,6100.0,440.0,-,260,165.0,23164-2CS5/VT143,23164-2CS5K/VT143,320,361.0,483.0,22.3,12,5.0,340.0,361,520.0,4.0,0.3,2.3,3.4,2.2,-,-
320,540,218.0,4395.0,7100.0,510.0,500,700,210.0,24164 CC/W33,24164 CCK30/W33,320,364.0,455.0,16.7,9,5.0,340.0,-,520.0,4.0,0.4,1.7,2.5,1.6,-,-
320,580,150.0,3708.0,4900.0,375.0,950,1300,175.0,22264 CC/W33,22264 CCK/W33,320,379.0,513.0,22.3,12,5.0,340.0,-,560.0,4.0,0.26,2.6,3.9,2.5,-,-
320,580,208.0,4607.0,6700.0,475.0,700,950,240.0,23264 CC/W33,23264 CCK/W33,320,382.0,493.0,22.3,12,5.0,340.0,-,560.0,4.0,0.35,1.9,2.9,1.8,-,-
340,460,90.0,1490.0,2800.0,216.0,1300,1400,45.5,23968 CC/W33,23968 CCK/W33,340,373.0,426.0,11.1,6,3.0,353.0,-,447.0,2.5,0.17,4.0,5.9,4.0,-,-
340,520,133.0,2812.0,4550.0,335.0,1000,1300,105.0,23068 CC/W33,23068 CCK/W33,340,385.0,468.0,22.3,12,5.0,358.0,-,502.0,4.0,0.24,2.8,4.2,2.8,-,-
340,520,180.0,3621.0,6200.0,475.0,750,1100,140.0,24068 CC/W33,24068 CCK30/W33,340,377.0,453.0,16.7,9,5.0,358.0,-,502.0,4.0,0.33,2.0,3.0,2.0,-,-
340,580,190.0,4445.0,6800.0,480.0,800,1000,210.0,23168 CC/W33,23168 CCK/W33,340,394.0,498.0,22.3,12,5.0,360.0,-,560.0,4.0,0.31,2.2,3.3,2.2,-,-
340,580,190.0,4452.0,6800.0,490.0,-,240,210.0,23168-2CS5/VT143,23168-2CS5K/VT143,340,385.0,515.0,22.3,12,5.0,360.0,385,560.0,4.0,0.3,2.3,3.4,2.2,-,-
340,580,243.0,5487.0,8650.0,630.0,430,630,280.0,24168 ECCJ/W33,24168 ECCK30J/W33,340,383.0,491.0,16.7,9,5.0,360.0,-,560.0,4.0,0.4,1.7,2.5,1.6,-,-
340,620,224.0,5362.0,7800.0,550.0,560,800,295.0,23268 CA/W33,23268 CAK/W33,340,427.0,528.0,22.3,12,6.0,366.0,-,594.0,5.0,0.35,1.9,2.9,1.8,-,-
360,480,90.0,1456.0,2750.0,220.0,1200,1300,46.0,23972 CC/W33,23972 CCK/W33,360,394.0,447.0,11.1,6,3.0,373.0,-,467.0,2.5,0.15,4.5,6.7,4.5,-,-
360,540,134.0,2850.0,4800.0,345.0,950,1200,110.0,23072 CC/W33,23072 CCK/W33,360,404.0,483.0,22.3,12,5.0,378.0,-,522.0,4.0,0.23,2.9,4.4,2.8,-,-
360,540,180.0,3705.0,6550.0,490.0,700,1000,145.0,24072 CC/W33,24072 CCK30/W33,360,397.0,474.0,16.7,9,5.0,378.0,-,522.0,4.0,0.31,2.2,3.3,2.2,-,-
360,600,192.0,4515.0,6950.0,490.0,750,1000,220.0,23172 CC/W33,23172 CCK/W33,360,418.0,524.0,22.3,12,5.0,380.0,-,580.0,4.0,0.3,2.3,3.4,2.2,-,-
360,600,192.0,4521.0,6950.0,490.0,-,220,214.0,23172-2CS5/VT143,23172-2CS5K/VT143,360,408.0,541.0,22.3,12,5.0,380.0,408,580.0,4.0,0.28,2.4,3.6,2.5,-,-
360,600,243.0,5737.0,9300.0,670.0,400,600,280.0,24172 ECCJ/W33,24172 ECCK30J/W33,360,404.0,511.0,16.7,9,5.0,380.0,-,580.0,4.0,0.4,1.7,2.5,1.6,-,-
360,650,170.0,4430.0,6200.0,440.0,630,850,255.0,22272 CA/W33,22272 CAK/W33,360,454.0,568.0,22.3,12,6.0,386.0,-,624.0,5.0,0.26,2.6,3.9,2.5,-,-
360,650,232.0,5663.0,8300.0,570.0,530,750,335.0,23272 CA/W33,23272 CAK/W33,360,449.0,552.0,22.3,12,6.0,386.0,-,624.0,5.0,0.35,1.9,2.9,1.8,-,-
360,650,232.0,5669.0,8300.0,570.0,-,160,332.0,23272-2CS5/VT143,23272-2CS5K/VT143,360,429.0,581.0,22.3,12,6.0,386.0,429,624.0,5.0,0.35,1.9,2.9,1.8,-,-
380,520,106.0,2011.0,3800.0,285.0,1100,1200,69.0,23976 CC/W33,23976 CCK/W33,380,419.0,481.0,13.9,7.5,4.0,395.0,-,505.0,3.0,0.17,4.0,5.9,4.0,-,-
380,560,135.0,2984.0,5000.0,360.0,900,1200,115.0,23076 CC/W33,23076 CCK/W33,380,426.0,509.0,22.3,12,5.0,398.0,-,542.0,4.0,0.22,3.0,4.6,2.8,-,-
380,560,180.0,3786.0,6800.0,475.0,670,950,150.0,24076 CC/W33,24076 CCK30/W33,380,419.0,497.0,16.7,9,5.0,398.0,-,542.0,4.0,0.3,2.3,3.4,2.2,-,-
380,620,194.0,4561.0,7100.0,500.0,-,160,232.0,23176-2CS5/VT143,23176-2CS5K/VT143,380,438.0,573.0,22.3,12,5.0,400.0,438,600.0,4.0,0.3,2.3,3.4,2.2,-,-
380,620,194.0,4561.0,7100.0,500.0,560,1000,230.0,23176 CA/W33,23176 CAK/W33,380,454.0,541.0,22.3,12,5.0,400.0,-,600.0,4.0,0.3,2.3,3.4,2.2,-,-
380,620,243.0,5936.0,9800.0,710.0,360,530,300.0,24176 ECA/W33,24176 ECAK30/W33,380,444.0,532.0,16.7,9,5.0,400.0,-,600.0,4.0,0.37,1.8,2.7,1.8,-,-
380,680,240.0,6126.0,9150.0,620.0,500,750,375.0,23276 CA/W33,23276 CAK/W33,380,473.0,581.0,22.3,12,6.0,406.0,-,654.0,5.0,0.35,1.9,2.9,1.8,-,-
400,540,106.0,2038.0,3900.0,290.0,1100,1200,71.0,23980 CC/W33,23980 CCK/W33,400,439.0,500.0,13.9,7.5,4.0,415.0,-,525.0,3.0,0.16,4.2,6.3,4.0,-,-
400,600,148.0,3511.0,5850.0,415.0,850,1100,150.0,23080 CC/W33,23080 CCK/W33,400,450.0,543.0,22.3,12,5.0,418.0,-,582.0,4.0,0.23,2.9,4.4,2.8,-,-
400,600,148.0,3515.0,5850.0,415.0,-,240,144.0,23080-2CS5/VT143,23080-2CS5K/VT143,400,443.0,557.0,22.3,12,5.0,418.0,443,582.0,4.0,0.21,3.2,4.8,3.2,-,-
400,600,200.0,4507.0,8000.0,560.0,630,900,205.0,24080 ECCJ/W33,24080 ECCK30J/W33,400,442.0,527.0,22.3,12,5.0,418.0,-,582.0,4.0,0.3,2.3,3.4,2.2,-,-
400,650,200.0,4864.0,7650.0,530.0,-,150,255.0,23180-2CS5/VT143,23180-2CS5K/VT143,400,458.0,587.0,22.3,12,6.0,426.0,458,624.0,5.0,0.28,2.4,3.6,2.5,-,-
400,650,200.0,4864.0,7650.0,530.0,530,950,265.0,23180 CA/W33,23180 CAK/W33,400,475.0,566.0,22.3,12,6.0,426.0,-,624.0,5.0,0.28,2.4,3.6,2.5,-,-
400,650,250.0,6331.0,10600.0,735.0,340,500,340.0,24180 ECA/W33,24180 ECAK30/W33,400,467.0,559.0,22.3,12,6.0,426.0,-,624.0,5.0,0.37,1.8,2.7,1.8,-,-
400,720,256.0,6881.0,10400.0,680.0,480,670,450.0,23280 CA/W33,23280 CAK/W33,400,500.0,615.0,22.3,12,6.0,426.0,-,694.0,5.0,0.35,1.9,2.9,1.8,-,-
400,820,243.0,7832.0,10400.0,670.0,430,750,650.0,22380 CA/W33,22380 CAK/W33,400,534.0,697.0,22.3,12,7.5,432.0,-,788.0,6.0,0.3,2.3,3.4,2.2,-,-
420,560,106.0,2083.0,4150.0,300.0,1000,1100,74.5,23984 CC/W33,23984 CCK/W33,420,459.0,520.0,16.7,9,4.0,435.0,-,545.0,3.0,0.16,4.2,6.3,4.0,-,-
420,620,150.0,3541.0,6000.0,415.0,600,1100,155.0,23084 CA/W33,23084 CAK/W33,420,487.0,563.0,22.3,12,5.0,438.0,-,602.0,4.0,0.22,3.0,4.6,2.8,-,-
420,620,200.0,4610.0,8300.0,585.0,530,900,210.0,24084 ECA/W33,24084 ECAK30/W33,420,477.0,547.0,22.3,12,5.0,438.0,-,602.0,4.0,0.3,2.3,3.4,2.2,-,-
420,700,224.0,5919.0,9300.0,620.0,-,190,350.0,23184-2CS5/VT143,23184-2CS5K/VT143,420,490.0,634.0,22.3,12,6.0,446.0,490,674.0,5.0,0.3,2.3,3.4,2.2,-,-
420,700,224.0,5919.0,9300.0,620.0,480,900,350.0,23184 CJ/W33,23184 CKJ/W33,420,483.0,607.0,22.3,12,6.0,446.0,-,674.0,5.0,0.3,2.3,3.4,2.2,-,-
420,700,280.0,7577.0,12500.0,850.0,320,480,445.0,24184 ECA/W33,24184 ECAK30/W33,420,494.0,597.0,22.3,12,6.0,446.0,-,674.0,5.0,0.4,1.7,2.5,1.6,-,-
420,760,272.0,7677.0,11600.0,765.0,450,630,535.0,23284 CA/W33,23284 CAK/W33,420,526.0,649.0,22.3,12,7.5,452.0,-,728.0,6.0,0.35,1.9,2.9,1.8,-,-
420,760,272.0,7683.0,11600.0,765.0,-,128,535.0,23284-2CS5/VT143,23284-2CS5K/VT143,420,500.0,676.0,22.3,12,7.5,452.0,500,728.0,6.0,0.35,1.9,2.9,1.8,-,-
440,600,118.0,2506.0,4900.0,345.0,950,1000,99.5,23988 CC/W33,23988 CCK/W33,440,484.0,553.0,16.7,9,4.0,455.0,-,585.0,3.0,0.16,4.2,6.3,4.0,-,-
440,650,157.0,3831.0,6550.0,450.0,560,1000,180.0,23088 CA/W33,23088 CAK/W33,440,511.0,590.0,22.3,12,6.0,463.0,-,627.0,5.0,0.22,3.0,4.6,2.8,-,-
440,650,157.0,3834.0,6550.0,450.0,-,190,178.0,23088-2CS5/VT143,-,440,505.0,614.0,22.3,12,6.0,463.0,505,627.0,5.0,0.21,3.2,4.8,3.2,-,-
440,650,212.0,4987.0,9150.0,630.0,500,850,245.0,24088 ECA/W33,24088 ECAK30/W33,440,499.0,572.0,22.3,12,6.0,463.0,-,627.0,5.0,0.3,2.3,3.4,2.2,-,-
440,720,226.0,6215.0,10000.0,670.0,450,850,360.0,23188 CA/W33,23188 CAK/W33,440,529.0,632.0,22.3,12,6.0,466.0,-,694.0,5.0,0.3,2.3,3.4,2.2,-,-
440,720,226.0,6220.0,10000.0,670.0,-,180,360.0,23188-2CS5/VT143,23188-2CS5K/VT143,440,513.0,664.0,22.3,12,6.0,466.0,513,694.0,5.0,0.28,2.4,3.6,2.5,-,-
440,720,280.0,7777.0,13200.0,900.0,300,450,460.0,24188 ECA/W33,24188 ECAK30/W33,440,516.0,618.0,22.3,12,6.0,466.0,-,694.0,5.0,0.37,1.8,2.7,1.8,-,-
440,790,280.0,8150.0,12500.0,800.0,430,600,590.0,23288 CA/W33,23288 CAK/W33,440,549.0,676.0,22.3,12,7.5,472.0,-,758.0,6.0,0.35,1.9,2.9,1.8,-,-
460,580,118.0,2082.0,4900.0,345.0,630,1100,75.5,24892 CAMA/W20,24892 CAK30MA/W20,460,505.0,541.0,-,7.5,3.0,473.0,-,567.0,2.5,0.17,4.0,5.9,4.0,-,-
460,620,118.0,2558.0,5000.0,355.0,600,1000,105.0,23992 CA/W33,23992 CAK/W33,460,516.0,574.0,16.7,9,4.0,475.0,-,605.0,3.0,0.16,4.2,6.3,4.0,-,-
460,680,163.0,4065.0,6950.0,465.0,560,950,205.0,23092 CA/W33,23092 CAK/W33,460,533.0,617.0,22.3,12,6.0,483.0,-,657.0,5.0,0.22,3.0,4.6,2.8,-,-
460,680,218.0,5401.0,10000.0,670.0,480,800,275.0,24092 ECA/W33,24092 ECAK30/W33,460,524.0,601.0,22.3,12,6.0,483.0,-,657.0,5.0,0.28,2.4,3.6,2.5,-,-
460,760,240.0,6760.0,10800.0,680.0,430,800,440.0,23192 CA/W33,23192 CAK/W33,460,555.0,666.0,22.3,12,7.5,492.0,-,728.0,6.0,0.3,2.3,3.4,2.2,-,-
460,760,240.0,6765.0,10800.0,680.0,-,128,427.0,23192-2CS5/VT143,23192-2CS5K/VT143,460,536.0,704.0,22.3,12,7.5,492.0,536,728.0,6.0,0.3,2.3,3.4,2.2,-,-
460,760,300.0,8608.0,14600.0,1000.0,280,430,560.0,24192 ECA/W33,24192 ECAK30/W33,460,543.0,649.0,22.3,12,7.5,492.0,-,728.0,6.0,0.37,1.8,2.7,1.8,-,-
460,830,296.0,8958.0,13700.0,880.0,400,560,695.0,23292 CA/W33,23292 CAK/W33,460,574.0,706.0,22.3,12,7.5,492.0,-,798.0,6.0,0.35,1.9,2.9,1.8,-,-
480,650,128.0,2990.0,5700.0,405.0,560,1000,125.0,23996 CA/W33,23996 CAK/W33,480,537.0,602.0,16.7,9,5.0,498.0,-,632.0,4.0,0.18,3.8,5.6,3.6,-,-
480,700,165.0,3996.0,6800.0,450.0,530,950,215.0,23096 CA/W33,23096 CAK/W33,480,549.0,633.0,22.3,12,6.0,503.0,-,677.0,5.0,0.21,3.2,4.8,3.2,-,-
480,700,218.0,5524.0,10400.0,695.0,450,750,285.0,24096 ECA/W33,24096 ECAK30/W33,480,542.0,619.0,22.3,12,6.0,503.0,-,677.0,5.0,0.28,2.4,3.6,2.5,-,-
480,790,248.0,7362.0,12000.0,780.0,400,750,485.0,23196 CA/W33,23196 CAK/W33,480,579.0,692.0,22.3,12,7.5,512.0,-,758.0,6.0,0.3,2.3,3.4,2.2,-,-
480,790,248.0,7367.0,12000.0,780.0,-,170,485.0,23196-2CS5/VT143,23196-2CS5K/VT143,480,560.0,723.0,22.3,12,7.5,512.0,560,758.0,6.0,0.3,2.3,3.4,2.2,-,-
480,790,308.0,9198.0,15600.0,1040.0,260,400,605.0,24196 ECA/W33,24196 ECAK30/W33,480,564.0,678.0,22.3,12,7.5,512.0,-,758.0,6.0,0.37,1.8,2.7,1.8,-,-
480,870,310.0,9805.0,15000.0,950.0,380,530,800.0,23296 CA/W33,23296 CAK/W33,480,602.0,741.0,22.3,12,7.5,512.0,-,838.0,6.0,0.35,1.9,2.9,1.8,-,-
500,670,128.0,2967.0,6000.0,415.0,530,950,130.0,239/500 CA/W33,239/500 CAK/W33,500,561.0,622.0,22.3,12,5.0,518.0,-,652.0,4.0,0.17,4.0,5.9,4.0,-,-
500,720,167.0,4358.0,7800.0,510.0,500,900,225.0,230/500 CA/W33,230/500 CAK/W33,500,573.0,658.0,22.3,12,6.0,523.0,-,697.0,5.0,0.21,3.2,4.8,3.2,-,-
500,720,218.0,5777.0,11000.0,735.0,430,700,295.0,240/500 ECA/W33,240/500 ECAK30/W33,500,566.0,644.0,22.3,12,6.0,523.0,-,697.0,5.0,0.26,2.6,3.9,2.5,-,-
500,830,264.0,8037.0,12900.0,830.0,380,700,580.0,231/500 CA/W33,231/500 CAK/W33,500,605.0,726.0,22.3,12,7.5,532.0,-,798.0,6.0,0.3,2.3,3.4,2.2,-,-
500,830,325.0,10123.0,17000.0,1120.0,260,380,700.0,241/500 ECA/W33,241/500 ECAK30/W33,500,588.0,713.0,22.3,12,7.5,532.0,-,798.0,6.0,0.37,1.8,2.7,1.8,-,-
